"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"Next Wave Marketing Strategies, Inc","troy [at] nextwavemarketingstrategies.com","http://www.nextwavemarketingstrategies.com","15527 Jasmine Place, Tustin, CA 92782, United States","A consumer may opt out of sale or submit requests under the CCPA by calling our toll free phone number, by email, by direct mail or by online form submission found by clicking on CCPA privacy rights request form link within our Privacy Notice for California residents page found by clicking Do Not Sell My Information button on my site. ","A consumer may opt out by calling our toll free phone number, by email, by direct mail or by online form submission found by clicking on CCPA Opt-Out form link within our Privacy Notice for California residents page found by clicking Do Not Sell My Information button on my site. ","","01/31/2020"
"Marketing Information Specialists, Inc","info [at] misdp.com","http://www.misdp.com","31103 Rancho Viejo Rd, #D2-548, San Juan Capistrano, CA 92675, United States","info@misdp.com or call (949) 493-9340","info@misdp.com or call (949) 493-9340","","02/07/2020"
"Compliance Data Center LLC","usprivacy [at] equifax.com","https://www.equifax.com/personal/","1550 Peachtree Street, N.W., Atlanta, GA 30309, United States","Through a link on our website","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","02/27/2020"
"IntelliReal LLC","usprivacy [at] equifax.com","https://www.equifax.com/personal/","4600 S. Syracuse Street, Suite 370, Denver, CO 80237, United States","Through a link on our website","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","02/27/2020"
"IXI Corporation","usprivacy [at] equifax.com","https://www.equifax.com/personal/","1550 Peachtree Street, N.W., Atlanta, GA 30309, United States","Through a link on our website","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","02/27/2020"
"Paynet, Inc.","usprivacy [at] equifax.com","https://paynet.com/","66 Wellington Street West, Suite 5300, Toronto Dominion Bank Tower, Toronto, ON M5K 1E6, Canada","Through a link at https://www.equifax.com/personal/, , ","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","02/27/2020"
"Audience Acuity LLC","privacy [at] audienceacuity.com","https://audienceacuity.com/","10845 Griffith Peak Dr. Suite 200, Las Vegas, NV 89135, United States","Consumers should go to https://audienceacuity.com/opt-out-of-database/ to opt-out.   Consumers may also call (800) 730-3451 or email privacy@audienceacuity.com or visit our website at https://audienceacuity.com/contact/ for any CCPA requests.","Consumers should go to https://audienceacuity.com/opt-out-of-database/ to opt-out.   Consumers may also call (800) 730-3451 or email privacy@audienceacuity.com or visit our website at https://audienceacuity.com/contact/ for any CCPA requests.","","02/12/2020"
"APIHub, Inc.","privacy [at] clearbit.com","http://www.clearbit.com","90 Sheridan St, San Francisco, CA 94103, United States","Please visit our website Privacy Policy at www.clearbit.com/privacy to view our Privacy Policy (including our CCPA Policy), which includes a link to our opt-out of sale form and instructions to submit other requests under CCPA. We also include the link on our homepage as required by CCPA.","All deletion requests for all individuals (including those protected under Gov. Code sections 6208.1(b) or 6254.21(c)(1)) can be processed either through our profile claim form at claim.clearbit.com/claim or by emailing privacy@clearbit.com","www.clearbit.com/privacy","02/12/2020"
"LoopMe Inc","legal [at] loopme.com","http://loopme.com","22 West 19th Street, New York, NY 10011, United States","A California resident can opt out of the sale of their personal information by (1) contacting LoopMe via email at privacy@loopme.com; or (2) telephone on LoopMe's toll free number on 1-866-I-OPT-OUT (1-866-467-8688) and entering service code 815#; or (3) mail to LoopMe, 22 West 19th Street, New York, NY1011 Att: Legal.","A California resident can request deletion of their data either (1) by contacting LoopMe via email at privacy@loopme.com; or (2) via telephone on LoopMe's toll free number on 1-866-I-OPT-OUT (1-866-467-8688) and entering service code 815#; or (3) via mail to LoopMe, 22 West 19th Street, New York, NY1011 Att: Legal.","","07/30/2020"
"Neustar, Inc.","privacy [at] team.neustar","https://www.home.neustar","1906 Reston Metro Plaza, Suite 500, Reston, VA 20190, United States","The best way for consumers to opt-out of sale or otherwise submit requests in connection with CCPA is through Neustar's privacy choices portal, which can be accessed by visiting Neustar's privacy choices page here: https://www.home.neustar/privacy/opt-out and then clicking on the “Neustar Choices portal” link.  , , If you have more questions about Neustar’s privacy policies, please visit our privacy center found here: https://www.home.neustar/privacy or contact us via email direct to privacy@team.neustar., ","Neustar does not publicly post or or display personal information of a protected individual and therefore is not subject to Gov. Code sections 6208.1(b) or 6254.21(c)(1). Any consumer may request deletion through Neustar's privacy choices portal which can be accessed by visiting Neustar's privacy choices page here: https://www.home.neustar/privacy/opt-out and then clicking on the “Neustar Choices portal” link .  , ","For more information about how Neustar processes personal information, please visit our privacy center found here: https://www.home.neustar/privacy. ","03/23/2020"
"Stirista, LLC","privacyinfo [at] stirista.com","https://www.stirista.com/","16414 San Pedro Ave., Suite 150, San Antonio, TX 78232, United States","Web form, designated email, and/or toll-free number, , 3. How to exercise your access, opt-out and (if applicable) deletion rights, , California residents may exercise their California privacy rights by sending an email to privacyinfo@stirista.com, submitting their removal request through our form, or by contacting us at (888) 320 6083., ","Web form, designated email, and/or toll-free number, , 3. How to exercise your access, opt-out and (if applicable) deletion rights, , California residents may exercise their California privacy rights by sending an email to privacyinfo@stirista.com, submitting their removal request through our form, or by contacting us at (888) 320 6083., ","Stirista aggregates publicly available information from white & yellow pages, social networks, online surveys, research panels, voter files, utility requests, real estate listings, and other public sources. This information includes but is not limited to demographic, name, email, postal address, and interest information. This data is then indexed and aggregated to create a profile., , We use this data to create online segments that are grouped together based on demographic or behavioral profiles. This data is used to send relevant marketing messages on behalf of our marketers using the best practice guidelines established by the Direct Marketing Association through online and offline channels. Stirista NEVER collects sensitive information, such as Social Security or Credit Card numbers for the purpose of sending marketing messages., , Information may be collected by third parties through emails and communications from Stirista. We may collect, share, or sell user data with third-parties. These third parties including marketing consultants, advertisers, advertising technology platforms, and data preparation and processing services. Third parties may combine user data with data collected across the internet or from other sites., , We and our partners use this information to recognize you across different channels and platforms over time for advertising, analytics, attribution, and reporting purposes. For example, our partners may deliver and/or enable delivery of ads to you in your web browser based on a purchase you made in a physical retail store or based on the fact that you visited a particular website.","02/12/2020"
